"","name1","addr1","phone1"
"988","계산 (하나)"," 인천 계양구 경명대로 1111 ","032-541-4477"
"989","계산 (빛길)"," 인천 계양구 용종로 23 ","032-553-0183"
"990","계산 (귤현)"," 인천 계양구 양지로 138 ","032-545-3360"
"991","계양 (본점)"," 인천광역시 계양구 주부토로 400 ","032-542-8111"
"992","계양 (중앙)"," 인천 계양구 효서로 257 ","032-545-0552"
"993","계양 (가현)"," 인천 계양구 계양대로 95 ","032-545-0554"
"994","계양 (병방)"," 인천 계양구 장제로 913 ","032-546-4608"
"995","계양 (용종)"," 인천 계양구 계양문화로 151 ","032-546-1281"
"996","부일 (본점)"," 인천 부평구 부평대로 109 ","032-511-7101"
"997","부일 (동아)"," 인천 부평구 부평문화로 47 ","032-525-9082"
"998","부일 (부개)"," 인천 부평구 동수로 169-1 ","032-522-0428"
"999","부평남부 (본점)"," 인천 부평구 부영로4번길 1 ","032-522-0071"
"1000","부평남부 (남부역)"," 인천 부평구 동수북로 154-1 ","032-504-0071"
"1001","부평남부 (동수)"," 인천 부평구 육동로 7 ","032-511-7411"
"1002","부평제일 (본점)"," 인천광역시 부평구 경원대로 1250 ","032-514-3931"
"1003","부평제일 (백운)"," 인천 부평구 이규보로 137 ","032-523-1054"
"1004","부평제일 (산곡)"," 인천 부평구 마장로 158 ","032-515-2162"
"1005","부평중앙 (본점)"," 인천광역시 부평구 부흥로 298 ","032-526-7771"
"1006","부평중앙 (부평시장)"," 인천 부평구 대정로 43 ","032-511-6301"
"1007","부평중앙 (신트리)"," 인천 부평구 길주남로 35 ","032-513-6219"
"1008","부평동부 (본점)"," 인천광역시 부평구 장제로91번길 33 ","032-519-1661"
"1009","부평동부 (부개1)"," 인천 부평구 부개로 61-6 ","032-519-1664"
"1010","부평동부 (부개2)"," 인천 부평구 수변로 61 ","032-519-1667"
"1011","인천산곡 (본점)"," 인천광역시 부평구 마장로361번길 31 ","032-527-2464"
"1012","인천산곡 (1지점)"," 인천 부평구 원적로 298 ","032-513-1025"
"1013","인천산곡 (2지점)"," 인천 부평구 마장로319번길 52 ","032-518-4111"
"1014","산곡2.4동 (본점)"," 인천 부평구 마장로324번길 1 ","032-523-8288"
"1015","산곡2.4동 (1)"," 인천 부평구 원적로403번길 8 ","032-526-2761"
"1016","산곡2.4동 (2)"," 인천 부평구 마장로242번길 19 ","032-519-2377"
"1017","산곡2.4동 (3)"," 인천 부평구 원적로421번길 4 ","032-515-6326"
"1018","청천 (본점)"," 인천광역시 부평구 세월천로 29 ","032-527-5894"
"1019","청천 (금호)"," 인천 부평구 원길로 37 ","032-526-5894"
"1020","청천 (장수)"," 인천 부평구 산청로 99 ","032-528-5894"
"1021","청천 (대우)"," 인천 부평구 마장로 432 ","032-508-5894"
"1022","신성 (본점)"," 인천 부평구 배곶남로6번길 41 ","032-423-6015"
"1023","신성 (동암)"," 인천 부평구 동암남로13번길 11 ","032-428-6015"
"1024","신성 (동부)"," 인천 부평구 열우물로50번길 18-1 ","032-426-6015"
"1025","십정 (본점)"," 인천광역시 부평구 열우물로87번길 6 ","032-422-2470"
"1026","십정 (부흥)"," 인천 부평구 경원대로1130번길 19 ","032-514-8006"
"1027","부평 (본점)"," 인천 부평구 충선로 319 ","032-514-5001"
"1028","부평 (삼산1동)"," 인천 부평구 후정동로 28 ","032-514-5004"
"1029","부평 (갈산2동)"," 인천 부평구 주부토로 183 ","032-529-8001"
"1030","부평 (갈산1동)"," 인천 부평구 주부토로 259 ","032-528-6800"
"1031","부평 (삼산2동)"," 인천 부평구 체육관로 40 ","032-514-0320"
"1032","인주 (본점)"," 인천 남동구 백범로 311 ","032-435-6281"
"1033","인주 (석바위)"," 인천 남동구 구월로 59 ","032-426-7118"
"1034","인주 (부평농장)"," 인천 남동구 만월북로 37 ","032-524-5611"
"1035","인주 (양지)"," 인천 남동구 석산로 125 ","032-426-0317"
"1036","인주 (만월)"," 인천 남동구 호구포로 898 ","032-461-4313"
"1037","인주 (논현)"," 인천 남동구 논현역로 8 ","032-439-8300"
"1038","상인천 (본점)"," 인천 남동구 석산로 159 ","032-432-8500"
"1039","상인천 (구월)"," 인천 남동구 용천로 87 ","032-468-0995"
"1040","만수 (본점)"," 인천 남동구 만수서로 66 ","032-463-1436"
"1041","만수 (하촌로)"," 인천 남동구 하촌로 34 ","032-468-4384"
"1042","만수 (백범로)"," 인천 남동구 백범로 204 ","032-462-2768"
"1043","만수 (구월로)"," 인천 남동구 구월로 352 ","032-464-6021"
"1044","만수 (담방로)"," 인천 남동구 장승남로 64 ","032-467-0660"
"1045","남동 (본점)"," 인천광역시 남동구 경인로 549 ","032-431-6801"
"1046","남동 (주안)"," 인천 남동구 석정로 473 ","032-864-7530"
"1047","남동 (동암)"," 인천 남동구 석정로 568 ","032-437-2437"
"1048","남동 (주원)"," 인천 남동구 경인로 599 ","032-426-2361"
"1049","구월남촌 (본점)"," 인천 남동구 호구포로 802 ","032-465-5189"
"1050","구월남촌 (구월)"," 인천 남동구 인주대로 667-1 ","032-468-6234"
"1051","구월남촌 (남촌)"," 인천 남동구 남촌동로35번길 4 ","032-468-0431"
"1052","철원 (본점)"," 강원 철원군 동송읍 금학로 242 ","033-455-4549"
"1053","철원 (김화)"," 강원 철원군 서면 와수로173번길 27 ","033-458-4488"
"1054","다창 (본점)"," 강원 화천군 사내면 사내로4길 29-8 ","033-441-4160"
"1055","화천 (본점)"," 강원 화천군 화천읍 중앙로 1 ","033-442-2771"
"1056","양구 (본점)"," 강원 양구군 양구읍 중앙길 6 ","033-481-2171"
"1057","양구 (동면)"," 강원도 양구군 동면 ","033-481-0044"
"1058","북춘천 (본점)"," 강원도 춘천시 충열로 153 ","033-257-7858"
"1059","북춘천 (후평)"," 강원 춘천시 후석로 328 ","033-251-4729"
"1060","북춘천 (장학)"," 강원 춘천시 동면 춘천순환로 609 ","033-252-4729"
"1061","춘천남부 (본점)"," 강원 춘천시 안마산로 213 ","033-261-5108"
"1062","춘천남부 (석사)"," 강원 춘천시 후석로 22 ","033-261-7900"
"1063","춘천남부 (애막골)"," 강원 춘천시 우석로101번길 35 ","033-261-1188"
"1064","춘천남부 (퇴계)"," 강원 춘천시 춘주로 155 ","033-257-5108"
"1065","춘천남부 (남춘천)"," 강원 춘천시 퇴계로 72 ","033-242-9860"
"1066","춘천중부 (본점)"," 강원 춘천시 공지로 395 ","033-257-0884"
"1067","춘천중부 (근화)"," 강원 춘천시 영서로 2341 ","033-254-2766"
"1068","춘천중부 (온의)"," 강원 춘천시 경춘로 2357 ","033-241-5969"
"1069","춘천중부 (명동)"," 강원 춘천시 명동길 24-2 ","033-254-6617"
"1070","춘천중부 (봉의)"," 강원 춘천시 소양로 212-1 ","033-251-0750"
"1071","춘천중부 (서부)"," 강원 춘천시 서부대성로 12 ","033-255-0705"
"1072","춘천동남 (본점)"," 강원 춘천시 동내면 영서로 1785 ","033-261-6636"
"1073","춘천동남 (거두)"," 강원 춘천시 동내면 공지로 76 ","033-262-2885"
"1074","춘천동남 (강원대)"," 강원 춘천시 서부대성로 217 ","033-243-4700"
"1075","춘천동부 (본점)"," 강원 춘천시 춘천로 198 ","033-254-7805"
"1076","춘천동부 (교동)"," 강원 춘천시 삭주로 31 ","033-254-5331"
"1077","춘천동부 (효자동)"," 강원 춘천시 효자로 121 ","033-254-4672"
"1078","춘천동부 (후평동)"," 강원 춘천시 후석로 284 ","033-254-3338"
"1079","춘천북부 (본점)"," 강원 춘천시 충열로 4 ","033-257-7559"
"1080","춘천북부 (옥산포)"," 강원 춘천시 옥산포길 17-7 ","033-257-0113"
"1081","춘천북부 (강남)"," 강원 춘천시 퇴계농공로 9 ","033-264-7559"
"1082","인제 (본점)"," 강원 인제군 인제읍 인제로 193 ","033-461-4858"
"1083","인제 (신남)"," 강원 인제군 남면 신남로58번길 14-2 ","033-461-6058"
"1084","인제 (기린)"," 강원 인제군 기린면 내린천로 4034 ","033-461-5506"
"1085","원통 (본점)"," 강원 인제군 북면 원통로174번길 6 ","033-461-3251"
"1086","고성 (본점)"," 강원 고성군 간성읍 간성로 44 ","033-681-5990"
"1087","속초북부 (본점)"," 강원 속초시 중앙로 285 ","033-633-4108"
"1088","청호 (본점)"," 강원 속초시 청호로 51-1 ","033-637-0951"
"1089","청호 (조양)"," 강원 속초시 조양동 ","033-637-0956"
"1090","청호 (온정)"," 강원 속초시 조양로 74 ","033-633-0953"
"1091","장사동 (본점)"," 강원 속초시 중앙로 410 ","033-632-8051"
"1092","동명 (본점)"," 강원 속초시 장안로 32 ","033-632-8049"
"1093","속초남부 (본점)"," 강원 속초시 동해대로 4256 ","033-632-6423"
"1094","속초남부 (청학)"," 강원 속초시 중앙로 81 ","033-632-8061"
"1095","속초남부 (교동)"," 강원 속초시 미시령로 3383 ","033-632-7335"
"1096","속초중앙 (본점)"," 강원 속초시 중앙시장로 87 ","033-635-8240"
"1097","속초중앙 (부영)"," 강원 속초시 동해대로 4147 ","033-636-8242"
"1098","양양 (본점)"," 강원 양양군 양양읍 양양로 59 ","033-671-4413"
"1099","하이트맥주 (1)"," 강원 홍천군 북방면 도둔길 49 ","033-430-8100"
"1100","서석 (본점)"," 강원 홍천군 서석면 구룡령로 2534 ","033-433-4071"
"1101","홍천 (본점)"," 강원 홍천군 홍천읍 꽃뫼로 111 ","033-439-5300"
"1102","홍천 (화촌)"," 강원 홍천군 화촌면 홍천로 1123 ","033-435-6661"
"1103","홍천 (태학)"," 강원 홍천군 홍천읍 희망로 92 ","033-434-6000"
"1104","홍천 (남부)"," 강원 홍천군 홍천읍 연봉로 31 ","033-436-9336"
"1105","홍제 (본점)"," 강원 강릉시 토성로 116 ","033-643-4821"
"1106","홍제 (남문)"," 강원 강릉시 경강로 2044 ","033-642-4866"
"1107","홍제 (유천)"," 강원 강릉시 선수촌로 64-3 ","033-644-4821"
"1108","강릉교동 (본점)"," 강원 강릉시 교동광장로 117 ","033-647-4206"
"1109","강릉교동 (임영)"," 강원 강릉시 율곡로 2944 ","033-647-3666"
"1110","강릉교동 (교동)"," 강원 강릉시 강릉대로 160 ","033-643-3843"
"1111","포남 (본점)"," 강원 강릉시 하평길 21 ","033-653-5470"
"1112","포남 (동부)"," 강원 강릉시 강릉대로 547 ","033-651-0960"
"1113","포남 (서부)"," 강원 강릉시 경강로 2241 ","033-641-8191"
"1114","초당경포 (본점)"," 강원 강릉시 연당길 74 ","033-653-2708"
"1115","초당경포 (경포)"," 강원 강릉시 경포로 489-10 ","033-644-1341"
"1116","사천 (본점)"," 강원 강릉시 사천면 덕실길 1 ","033-644-0135"
"1117","송정 (본점)"," 강원 강릉시 경강로 2485 ","033-652-9966"
"1118","강릉아산병원 (본점)"," 강원 강릉시 사천면 방동길 38 ","033-610-3910"
"1119","주문진 (본점)"," 강원 강릉시 주문진읍 시장길 42 ","033-662-3784"
"1120","주문진 (교항)"," 강원 강릉시 주문진읍 연주로 320 ","033-662-2206"
"1121","명주 (본점)"," 강원 강릉시 주문진읍 주문로 148 ","033-662-4929"
"1122","명주 (남부)"," 강원 강릉시 주문진읍 주문로 119 ","033-662-4568"
"1123","중부 (본점)"," 강원 강릉시 금성로 20 ","033-650-1000"
"1124","중부 (옥천)"," 강원 강릉시 동부시장1길 1 ","033-650-1001"
"1125","중부 (임당)"," 강원 강릉시 강릉대로210번길 22 ","033-650-1003"
"1126","강릉남부 (본점)"," 강원 강릉시 단오장길 26 ","033-645-0959"
"1127","강릉남부 (노암)"," 강원 강릉시 노가니길 9-1 ","033-648-0959"
"1128","강릉남부 (성덕)"," 강원 강릉시 성덕포남로 48 ","033-652-3524"
"1129","원주중앙 (본점)"," 강원 원주시 평원로 65 ","033-742-4477"
"1130","원주중앙 (태일)"," 강원 원주시 치악로 1965 ","033-742-1001"
"1131","원주중앙 (학성)"," 강원 원주시 평원로 130 ","033-742-0412"
"1132","신원주 (본점)"," 강원 원주시 원일로 59-6 ","033-765-0411"
"1133","신원주 (남원주)"," 강원 원주시 시청로 84 ","033-742-9072"
"1134","신원주 (원동)"," 강원 원주시 무실로 105 ","033-765-0414"
"1135","동원주 (본점)"," 강원 원주시 치악로 1788 ","033-762-7894"
"1136","동원주 (서원)"," 강원 원주시 예술관길 6 ","033-762-3174"
"1137","동원주 (혁신)"," 강원 원주시 혁신로 55 ","033-765-0201"
"1138","단구 (본점)"," 강원 원주시 치악로 1630 ","033-763-0418"
"1139","단구 (단구새마을금고남부지점)"," 강원도 원주시 단구동 ","033-761-6808"
"1140","단구 (단구새마을금고서부지점)"," 강원도 원주시 단구동 ","033-764-6808"
"1141","꿈드림 (본점)"," 강원 원주시 원문로 120 ","033-742-8721"
"1142","꿈드림 (학일)"," 강원 원주시 남산로 223 ","033-742-0816"
"1143","꿈드림 (단계)"," 강원 원주시 북원로 2235-6 ","033-731-8721"
"1144","원주우리 (본점)"," 강원 원주시 우산초교길 44 ","033-743-0021"
"1145","원주우리 (우산)"," 강원 원주시 진광길 11 ","033-732-0021"
"1146","원주우리 (무실)"," 강원 원주시 능라동길 63 ","033-735-0021"
"1147","북원주 (본점)"," 강원 원주시 북원로 2698-1 ","033-742-9716"
"1148","치악 (본점)"," 강원 원주시 황금로 23 ","033-761-8177"
"1149","치악 (반곡)"," 강원 원주시 늘품로 197-1 ","033-748-8177"
"1150","치악 (단관)"," 강원 원주시 나비허리길 158 ","033-763-8177"
"1151","치악 (봉산)"," 강원 원주시 치악로 1878-6 ","033-742-8177"
"1152","치악 (삼광)"," 강원 원주시 행구로 85 ","033-745-8177"
"1153","치악 (관설)"," 강원 원주시 치악로 1408 ","033-765-8177"
"1154","문막 (본점)"," 강원 원주시 문막읍 문막시장1길 1 ","033-734-7279"
"1155","문막 (동화)"," 강원도 원주시 문막읍 ","033-735-4125"
"1156","한국인삼공사원주공장 (본점)"," 강원 원주시 소초면 북원로 2955 ","033-747-3070"
"1157","횡성 (본점)"," 강원 횡성군 횡성읍 문정로19번길 15 ","033-343-3525"
"1158","삼일 (본점)"," 강원 횡성군 횡성읍 문정로 34 ","033-344-9900"
"1159","평창 (본점)"," 강원도 평창군 대관령면 대관령로 115 ","033-335-5274"
"1160","평창 (진부지점)"," 강원 평창군 진부면 진부중앙로 65 ","033-334-4556"
"1161","영월 (본점)"," 강원 영월군 영월읍 중앙로 30 ","033-373-1455"
"1162","북삼 (본점)"," 강원 동해시 효자로 684 ","033-521-0235"
"1163","북삼 (한마음)"," 강원 동해시 청운1길 48 ","033-521-0532"
"1164","삼화 (본점)"," 강원 동해시 삼화로 5 ","033-534-8125"
"1165","삼화 (대동)"," 강원 동해시 청운1길 29 ","033-522-4977"
"1166","삼화 (이도)"," 강원 동해시 이원길 175 ","033-521-8433"
"1167","동해항운노동조합직장 (본점)"," 강원 동해시 발한로 162 ","033-532-3873"
"1168","동해상인 (본점)"," 강원 동해시 송정시장길 10 ","033-521-3355"
"1169","동해상인 (천곡)"," 강원 동해시 천곡동 ","033-532-3055"
"1170","동해우리 (본점)"," 강원 동해시 발한로 238 ","033-532-8520"
"1171","동해우리 (부곡)"," 강원 동해시 발한로 57 ","033-535-1313"
"1172","동해우리 (천곡)"," 강원 동해시 한섬로 73 ","033-531-7771"
"1173","남양 (본점)"," 강원 삼척시 진주로 28-41 ","033-572-5804"
"1174","늘푸른 (본점)"," 강원 삼척시 새천년도로 34 ","033-574-1130"
"1175","늘푸른 (교동)"," 강원 삼척시 정상로 72 ","033-575-0666"
"1176","삼척도원 (본점)"," 강원 삼척시 도계읍 도계로 224 ","033-541-2108"
"1177","삼척도원 (원덕)"," 강원 삼척시 원덕읍 삼척로 413 ","033-575-7811"
"1178","화광 (본점)"," 강원 태백시 장성로 44 ","033-581-4312"
"1179","화광 (중앙로)"," 강원 태백시 번영로 354 ","033-552-4362"
"1180","태백 (본점)"," 강원 태백시 시장북길 26 ","033-553-0300"
"1181","태백 (역전)"," 강원 태백시 광장로 18 ","033-552-4400"
"1182","태백 (상장)"," 강원 태백시 감천로 20 ","033-552-2304"
"1183","SK hynix (청주)"," 충북 청주시 흥덕구 대신로 215 ","043-280-2220"
